Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration,TotalTargetedCull,TCCWD+
2,1654,1095,1504,2343,1204,1520,9320,1,0,0,2,1,0,4,650,268,73,440,173,29,65,48,4,36,35,2,1,0,1,0,1,0,5,86,0,0
3,1625,1064,1580,2372,1211,1517,9369,0,1,3,4,2,0,10,658,265,85,490,174,34,77,56,6,54,43,2,2,0,1,0,4,2.2,15,86,0,0
4,1563,1123,1607,2377,1205,1575,9450,3,1,0,8,0,1,13,603,293,77,484,164,37,60,61,6,46,29,1,6,0,1,0,6,2.2,28,86,0,0
5,1605,1162,1674,2366,1217,1459,9483,5,0,3,6,3,3,20,630,276,117,466,192,30,60,63,6,61,34,0,4,0,1,0,7,2.2,49,86,0,0
6,1659,1166,1582,2419,1150,1561,9537,7,3,2,9,4,6,31,655,303,67,463,174,27,71,53,3,59,29,3,5,1,1,0.005,10,4.1,77,86,0,0
7,1678,1145,1586,2384,1237,1487,9517,20,3,4,16,4,6,53,651,289,81,506,221,28,66,66,3,57,39,0,10,2,1,0.009,23,10.6,125,86,0,0
8,1662,1157,1603,2403,1202,1524,9551,21,5,1,23,5,7,62,644,297,77,504,165,42,58,62,2,40,29,2,16,2,1,0.01,28,15.1,176,86,0,0
9,1655,1174,1596,2407,1239,1551,9622,23,10,12,38,12,11,106,663,300,79,519,155,25,69,67,6,51,34,0,26,4,1,0.018,37,15.1,279,86,0,0
10,1654,1121,1577,2388,1232,1543,9515,52,13,13,55,15,12,160,660,283,74,463,212,32,61,51,2,52,53,2,47,5,1,0.023,57,22.8,434,86,0,0
11,1645,1132,1618,2412,1211,1445,9463,71,8,10,58,23,24,194,650,275,88,493,198,26,57,50,3,45,36,1,47,4,1,0.021,58,23.3,623,86,0,0
12,1640,1189,1597,2330,1161,1486,9403,99,19,32,98,24,44,316,636,298,82,449,171,26,63,81,2,44,28,0,73,7,1,0.032,75,23.9,934,86,0,0
13,1677,1160,1511,2306,1186,1473,9313,129,24,49,133,48,43,426,680,315,65,472,175,24,62,59,2,46,30,1,104,13,1,0.065,91,25.2,1321,86,0,0
14,1611,1105,1455,2272,1163,1487,9093,145,37,60,188,64,66,560,658,302,69,462,207,30,62,60,2,45,30,1,119,14,1,0.07,123,25.2,1879,86,0,0
15,1543,993,1368,2179,1157,1407,8647,220,48,79,267,85,88,787,604,232,76,409,154,22,65,47,1,35,32,1,161,16,1,0.088,174,25.2,2643,86,0,0
1,1640,1118,1659,2409,1235,1548,9609,0,1,0,0,0,0,1,646,314,89,476,177,36,65,56,8,40,31,2,0,0,0,0,0,0,0,87,0,0
2,1600,1195,1650,2464,1233,1607,9749,1,0,0,0,0,0,1,651,285,84,513,193,35,73,59,3,52,39,0,0,0,0,0,0,0,1,87,0,0
3,1643,1149,1563,2423,1309,1566,9653,3,0,0,1,1,1,6,657,277,78,463,190,26,74,64,5,51,37,1,2,0,0,0,2,1,6,87,0,0
4,1674,1107,1710,2514,1266,1634,9905,0,0,0,4,1,0,5,672,278,87,515,163,33,67,53,4,53,38,3,2,0,0,0,1,1,8,87,0,0
5,1654,1223,1685,2494,1330,1581,9967,0,0,0,3,1,0,4,668,290,97,499,192,27,71,58,4,63,43,1,0,0,0,0,2,1,11,87,0,0
6,1673,1192,1697,2571,1267,1664,10064,0,0,1,6,0,0,7,656,305,67,504,187,30,69,59,5,65,41,3,1,0,0,0,2,2.2,18,87,0,0
7,1700,1217,1686,2556,1325,1601,10085,0,2,3,3,1,3,12,679,315,79,507,231,35,67,70,3,52,35,1,2,0,0,0,4,2.2,29,87,0,0
8,1685,1200,1722,2554,1260,1664,10085,3,0,0,8,2,0,13,679,310,68,498,200,27,60,55,1,53,35,3,1,1,1,0.005,10,14.2,48,87,0,0
9,1661,1270,1654,2518,1341,1580,10024,5,0,3,13,2,10,33,665,304,91,495,185,33,59,66,1,45,30,0,6,1,1,0.005,12,14.4,74,87,0,0
10,1754,1174,1723,2598,1257,1610,10116,4,3,8,18,9,6,48,709,262,80,490,205,46,67,61,5,52,33,1,7,0,1,0,20,16.6,126,87,0,0
11,1774,1270,1665,2541,1271,1674,10195,11,6,6,21,3,5,52,713,326,71,500,209,39,75,61,3,48,38,0,12,2,1,0.009,22,16.6,187,87,0,0
12,1778,1200,1664,2525,1355,1609,10131,21,7,4,33,8,6,79,722,302,87,489,197,42,72,64,5,51,44,3,15,2,1,0.008,38,20.6,264,87,0,0
13,1730,1188,1796,2532,1291,1535,10072,35,7,10,49,15,23,139,680,287,81,515,190,36,59,55,8,55,28,4,31,5,1,0.024,47,21.2,397,87,0,0
14,1723,1266,1680,2559,1221,1636,10085,42,10,29,68,28,15,192,669,331,79,519,179,25,86,67,7,38,42,2,37,5,1,0.021,64,22.5,570,87,0,0
15,1767,1193,1634,2487,1300,1561,9942,50,30,35,106,22,39,282,773,330,100,497,194,22,80,63,2,40,39,2,72,14,1,0.062,86,22.5,857,87,0,0
1,1645,1125,1537,2335,1188,1551,9381,0,0,0,0,0,0,0,673,295,81,488,162,31,81,52,4,50,35,0,0,0,0,0,0,0,0,88,0,0
2,1606,1109,1620,2372,1230,1459,9396,0,0,0,0,0,0,0,690,281,97,460,200,29,61,53,13,47,45,0,0,0,0,0,0,1,0,88,0,0
3,1567,1162,1549,2401,1152,1468,9299,0,0,0,0,0,0,0,603,259,66,462,199,28,64,64,1,43,31,1,0,0,0,0,0,1,0,88,0,0
4,1663,1140,1503,2317,1191,1523,9337,0,0,0,0,0,0,0,634,281,59,465,172,41,40,68,2,33,28,1,0,0,0,0,0,1,0,88,0,0
5,1681,1107,1582,2329,1221,1467,9387,0,0,0,0,0,0,0,686,283,80,465,173,23,64,54,6,43,43,1,0,0,0,0,0,1,0,88,0,0
6,1644,1149,1593,2422,1155,1537,9500,0,0,0,0,0,0,0,658,286,80,496,156,37,71,43,5,48,34,0,0,0,0,0,0,1,0,88,0,0
7,1644,1132,1597,2388,1237,1490,9488,0,0,0,0,0,0,0,629,295,92,471,187,23,65,63,5,46,33,3,0,0,0,0,0,1,0,88,0,0
8,1649,1156,1569,2409,1195,1555,9533,0,0,0,0,0,0,0,672,286,88,479,180,25,57,44,5,45,28,1,0,0,0,0,0,1,0,88,0,0
9,1653,1093,1580,2381,1244,1590,9541,0,0,0,0,0,0,0,677,278,80,454,183,30,75,58,5,49,35,1,0,0,0,0,0,1,0,88,0,0
10,1581,1166,1594,2417,1261,1523,9542,0,0,0,0,0,0,0,598,310,93,488,201,34,72,71,3,46,41,2,0,0,0,0,0,1,0,88,0,0
11,1658,1108,1585,2428,1193,1541,9513,0,0,0,0,0,0,0,668,261,94,489,206,31,63,38,3,47,34,2,0,0,0,0,0,1,0,88,0,0
12,1641,1088,1602,2400,1230,1503,9464,0,0,0,0,0,0,0,659,292,78,479,185,26,70,63,2,46,41,2,0,0,0,0,0,1,0,88,0,0
13,1599,1156,1577,2425,1215,1599,9571,0,0,0,0,0,0,0,673,269,76,447,178,35,64,60,6,33,27,1,0,0,0,0,0,1,0,88,0,0
14,1600,1138,1613,2441,1311,1550,9653,0,0,0,0,0,0,0,624,251,88,469,189,28,61,44,3,42,31,4,0,0,0,0,0,1,0,88,0,0
15,1661,1163,1675,2530,1260,1615,9904,0,0,0,0,0,0,0,658,298,88,529,188,37,70,54,1,47,29,4,0,0,0,0,0,1,0,88,0,0
1,1630,1135,1492,2359,1195,1530,9341,0,1,0,0,0,0,1,630,277,78,458,180,30,63,49,4,54,37,1,1,0,0,0,0,0,0,89,0,0
2,1639,1049,1580,2379,1240,1569,9456,0,0,0,0,0,0,0,679,256,84,493,182,36,54,45,6,39,41,1,0,0,0,0,0,1,0,89,0,0
3,1570,1103,1585,2389,1268,1521,9436,0,0,0,0,0,0,0,640,288,78,473,177,23,63,57,3,47,31,1,0,0,0,0,0,1,0,89,0,0
4,1540,1136,1590,2442,1219,1579,9506,0,0,0,0,0,0,0,644,286,85,513,173,35,67,52,2,55,34,2,0,0,0,0,0,1,0,89,0,0
5,1533,1154,1566,2414,1269,1576,9512,0,0,0,0,0,0,0,635,284,65,512,200,29,66,52,6,57,37,2,0,0,0,0,0,1,0,89,0,0
6,1557,1142,1657,2417,1237,1495,9505,0,0,0,0,0,0,0,631,306,78,436,191,42,72,62,4,55,44,2,0,0,0,0,0,1,0,89,0,0
7,1553,1203,1644,2477,1151,1544,9572,0,0,0,0,0,0,0,641,315,83,517,157,36,67,68,3,61,35,2,0,0,0,0,0,1,0,89,0,0
8,1601,1171,1641,2410,1237,1506,9566,0,0,0,0,0,0,0,665,289,95,478,181,34,69,50,8,56,42,2,0,0,0,0,0,1,0,89,0,0
9,1634,1199,1625,2393,1185,1542,9578,0,0,0,0,0,0,0,635,305,74,475,191,32,67,59,3,53,37,6,0,0,0,0,0,1,0,89,0,0
10,1674,1163,1521,2355,1230,1481,9424,0,0,0,0,0,0,0,687,275,69,476,189,26,67,56,1,55,34,2,0,0,0,0,0,1,0,89,0,0
11,1666,1104,1584,2427,1193,1510,9484,0,0,0,0,0,0,0,695,255,83,496,186,37,67,54,2,61,41,1,0,0,0,0,0,1,0,89,0,0
12,1626,1122,1575,2404,1204,1510,9441,0,0,0,0,0,0,0,625,283,85,493,164,38,57,56,4,50,43,0,0,0,0,0,0,1,0,89,0,0
13,1646,1142,1595,2383,1197,1537,9500,0,0,0,0,0,0,0,682,285,71,515,180,26,65,72,8,58,41,0,0,0,0,0,0,1,0,89,0,0
14,1623,1119,1544,2405,1223,1571,9485,0,0,0,0,0,0,0,625,274,70,512,192,27,59,53,2,54,35,0,0,0,0,0,0,1,0,89,0,0
15,1639,1101,1628,2423,1242,1534,9567,0,0,0,0,0,0,0,661,275,75,481,176,21,65,50,5,46,31,3,0,0,0,0,0,1,0,89,0,0
1,1646,1115,1583,2390,1200,1531,9465,0,0,1,1,0,0,2,624,266,70,481,202,31,65,49,5,51,41,1,0,0,0,0,1,0,1,90,0,0
2,1692,1154,1576,2389,1215,1550,9576,1,1,0,3,0,0,5,677,333,76,437,202,37,67,70,4,45,36,1,1,0,0,0,4,13.6,5,90,0,0
3,1632,1144,1619,2417,1242,1565,9619,4,0,2,2,0,1,9,648,284,106,490,177,26,77,51,1,49,33,5,4,1,1,0.005,3,13.6,13,90,0,0
4,1637,1137,1701,2443,1264,1530,9712,5,0,0,0,0,0,5,636,288,71,490,174,35,76,52,5,43,35,1,2,0,1,0,2,13.6,17,90,0,0
5,1641,1221,1723,2490,1263,1488,9826,13,0,0,4,1,0,18,697,298,79,493,182,38,56,49,3,45,39,1,7,0,1,0,7,13.6,34,90,0,0
6,1656,1270,1734,2517,1157,1567,9901,9,1,3,5,2,4,24,633,304,90,521,170,35,55,62,2,50,23,2,6,0,1,0,8,13.6,53,90,0,0
7,1764,1226,1602,2389,1259,1515,9755,21,3,4,10,2,9,49,705,317,81,491,195,39,71,70,6,50,50,1,11,0,1,0,11,19.3,97,90,0,0
8,1724,1175,1686,2426,1212,1473,9696,28,4,1,13,3,7,56,692,294,75,467,201,12,80,61,2,46,39,0,18,2,1,0.009,16,19.3,151,90,0,0
9,1733,1225,1629,2434,1192,1505,9718,35,8,13,26,10,15,107,713,284,75,515,197,28,77,58,2,67,42,2,25,3,1,0.012,27,19.3,259,90,0,0
10,1730,1135,1561,2397,1235,1532,9590,54,13,18,49,19,19,172,694,287,82,473,164,33,74,66,1,54,28,0,44,8,1,0.036,36,19.8,406,90,0,0
11,1654,1112,1653,2420,1202,1534,9575,75,14,20,89,23,21,242,665,284,67,471,187,31,66,55,1,47,38,0,56,5,1,0.024,55,19.8,636,90,0,0
12,1591,1176,1632,2396,1216,1554,9565,95,14,32,114,32,38,325,646,314,82,485,185,28,60,54,6,60,40,1,62,7,1,0.032,66,19.8,930,90,0,0
13,1617,1155,1650,2331,1233,1505,9491,120,21,45,157,47,60,450,646,286,86,452,183,32,61,51,3,40,36,1,91,13,1,0.068,86,19.8,1365,90,0,0
14,1619,1181,1510,2327,1185,1537,9359,146,34,70,193,71,70,584,650,285,70,447,204,25,52,65,4,47,46,2,123,17,1,0.079,108,20,1899,90,0,0
15,1621,1026,1547,2267,1198,1440,9099,172,53,93,236,55,93,702,661,252,88,479,165,42,56,52,7,48,29,2,147,19,1,0.098,144,21.4,2586,90,0,0
1,1661,1130,1641,2334,1201,1497,9464,0,0,2,1,1,0,4,680,267,85,462,166,31,72,46,3,48,38,2,1,0,0,0,2,0,3,91,0,0
2,1636,1197,1552,2367,1186,1493,9431,2,0,3,6,1,2,14,642,281,84,477,166,33,66,46,7,37,31,2,1,0,0,0,5,5.8,15,91,0,0
3,1698,1106,1642,2412,1182,1512,9552,1,4,4,17,4,4,34,680,275,78,474,203,32,68,64,3,55,40,1,10,2,1,0.009,11,9.1,45,91,0,0
4,1613,1153,1560,2367,1180,1590,9463,9,1,4,17,5,7,43,634,294,74,447,163,26,71,55,1,55,37,2,8,1,1,0.005,14,9.1,91,91,0,0
5,1625,1122,1527,2388,1264,1537,9463,17,7,6,19,6,9,64,656,297,92,441,164,38,64,65,2,39,32,0,14,4,1,0.02,27,16.2,147,91,0,0
6,1588,1106,1676,2492,1231,1623,9716,28,3,9,24,8,7,79,648,238,85,477,180,39,73,56,5,50,29,2,17,2,1,0.009,35,16.6,224,91,0,0
7,1617,1184,1622,2459,1286,1606,9774,25,7,11,45,13,10,111,667,320,72,513,189,28,73,67,2,57,38,0,23,3,1,0.013,42,17.5,337,91,0,0
8,1595,1198,1659,2446,1297,1537,9732,47,2,19,51,12,13,144,649,286,80,466,191,24,56,65,5,41,43,2,32,1,1,0.005,54,17.5,485,91,0,0
9,1641,1181,1592,2481,1241,1606,9742,74,23,19,55,28,19,218,634,311,86,483,178,40,62,51,2,58,34,2,51,3,1,0.014,80,17.5,696,91,0,0
10,1625,1118,1652,2494,1270,1550,9709,132,14,34,102,31,46,359,667,258,95,510,205,31,62,44,5,57,35,1,94,7,1,0.034,104,18,1041,91,0,0
11,1606,1157,1677,2423,1199,1584,9646,126,31,54,158,47,48,464,661,303,105,487,169,23,73,68,4,50,33,2,114,14,1,0.061,133,19.2,1495,91,0,0
12,1552,1153,1563,2375,1252,1517,9412,170,29,67,202,66,88,622,615,285,81,460,189,34,74,57,5,48,26,4,108,7,1,0.033,175,19.2,2097,91,0,0
13,1575,1075,1541,2402,1187,1557,9337,230,62,88,311,106,105,902,653,270,57,449,169,24,62,54,1,48,36,2,172,14,1,0.069,226,19.2,2954,91,0,0
14,1474,1109,1485,2279,1180,1505,9032,327,91,122,404,124,154,1222,567,275,87,452,165,25,55,46,2,55,29,2,248,37,1,0.196,283,19.2,4151,91,0,0
15,1455,1031,1416,2181,1146,1390,8619,407,101,166,526,187,206,1593,604,252,53,441,168,27,71,46,2,34,27,1,317,38,1,0.21,316,20.6,5630,91,0,0
1,1650,1130,1527,2363,1187,1519,9376,0,0,0,0,0,1,1,646,265,71,493,192,18,72,41,3,46,41,0,0,0,0,0,1,0,1,92,0,0
2,1661,1101,1573,2359,1243,1541,9478,0,0,0,0,0,0,0,648,269,71,488,195,30,71,59,4,54,38,4,0,0,0,0,0,2.8,1,92,0,0
3,1638,1137,1573,2382,1222,1474,9426,0,0,0,0,0,0,0,674,269,88,473,189,30,52,57,4,54,40,2,0,0,0,0,0,2.8,1,92,0,0
4,1641,1120,1576,2378,1204,1532,9451,0,0,0,0,0,0,0,636,303,81,457,169,26,64,51,4,54,29,1,0,0,0,0,0,2.8,1,92,0,0
5,1617,1125,1659,2391,1246,1553,9591,0,0,0,0,0,0,0,634,284,83,492,199,34,70,45,5,58,30,1,0,0,0,0,0,2.8,1,92,0,0
6,1615,1210,1501,2395,1225,1519,9465,0,0,0,0,0,0,0,672,293,76,466,190,25,63,55,4,41,41,2,0,0,0,0,0,2.8,1,92,0,0
7,1652,1080,1599,2415,1236,1515,9497,0,0,0,0,0,0,0,632,279,94,482,174,31,47,61,6,44,29,4,0,0,0,0,0,2.8,1,92,0,0
8,1636,1158,1600,2416,1191,1602,9603,0,0,0,0,0,0,0,609,265,73,489,169,27,70,46,3,55,24,2,0,0,0,0,0,2.8,1,92,0,0
9,1717,1127,1628,2407,1263,1547,9689,0,0,0,0,0,0,0,672,283,77,501,200,39,83,44,5,44,56,3,0,0,0,0,0,2.8,1,92,0,0
10,1692,1157,1622,2434,1215,1580,9700,0,0,0,0,0,0,0,655,286,78,476,202,36,87,47,7,35,48,1,0,0,0,0,0,2.8,1,92,0,0
11,1699,1157,1634,2396,1250,1549,9685,0,0,0,0,0,0,0,679,282,98,493,190,22,70,55,4,40,35,0,0,0,0,0,0,2.8,1,92,0,0
12,1679,1172,1596,2418,1234,1570,9669,0,0,0,0,0,0,0,670,260,66,448,187,28,85,57,0,38,42,0,0,0,0,0,0,2.8,1,92,0,0
13,1682,1159,1638,2439,1234,1551,9703,0,0,0,0,0,0,0,659,290,90,499,195,37,66,57,8,50,31,1,0,0,0,0,0,2.8,1,92,0,0
14,1695,1173,1590,2387,1221,1505,9571,0,0,0,0,0,0,0,663,279,85,458,200,27,78,42,1,42,39,1,0,0,0,0,0,2.8,1,92,0,0
15,1735,1124,1511,2362,1220,1510,9462,0,0,0,0,0,0,0,690,270,74,474,176,41,66,61,1,39,24,1,0,0,0,0,0,2.8,1,92,0,0
1,1662,1142,1572,2373,1210,1544,9503,0,1,0,0,0,0,1,670,296,77,482,156,35,70,57,4,40,34,0,0,0,0,0,0,0,0,93,0,0
2,1656,1127,1634,2434,1254,1502,9607,0,0,0,0,0,0,0,670,275,77,444,174,27,67,51,4,39,32,1,0,0,0,0,0,0,0,93,0,0
3,1659,1192,1666,2492,1219,1611,9839,0,0,0,0,0,0,0,656,313,77,511,169,32,49,66,5,57,35,2,0,0,0,0,0,0,0,93,0,0
4,1667,1213,1654,2499,1307,1532,9872,0,0,0,0,0,0,0,675,339,97,514,200,29,61,69,7,53,34,4,0,0,0,0,0,0,0,93,0,0
5,1661,1176,1656,2515,1205,1562,9775,0,0,0,0,0,0,0,660,274,84,475,193,27,75,62,5,36,35,2,0,0,0,0,0,0,0,93,0,0
6,1706,1186,1640,2504,1222,1600,9858,0,0,0,0,0,0,0,698,287,78,523,188,27,74,68,4,48,37,0,0,0,0,0,0,0,0,93,0,0
7,1691,1177,1648,2426,1326,1535,9803,0,0,0,0,0,0,0,670,285,87,471,193,32,67,57,6,34,43,0,0,0,0,0,0,0,0,93,0,0
8,1710,1155,1722,2528,1220,1615,9950,0,0,0,0,0,0,0,690,286,85,470,185,30,74,66,5,47,34,1,0,0,0,0,0,0,0,93,0,0
9,1676,1231,1619,2541,1266,1586,9919,0,0,0,0,0,0,0,658,295,68,496,169,31,70,48,4,46,28,2,0,0,0,0,0,0,0,93,0,0
10,1744,1178,1696,2539,1239,1658,10054,0,0,0,0,0,0,0,672,319,78,530,170,30,59,68,3,66,34,2,0,0,0,0,0,0,0,93,0,0
11,1722,1219,1700,2500,1308,1600,10049,0,0,0,0,0,0,0,695,324,88,487,200,33,70,65,5,47,40,1,0,0,0,0,0,0,0,93,0,0
12,1708,1233,1658,2524,1264,1636,10023,0,0,0,0,0,0,0,683,309,85,501,178,25,61,68,6,59,33,1,0,0,0,0,0,0,0,93,0,0
13,1734,1203,1716,2519,1342,1630,10144,0,0,0,0,0,0,0,664,308,95,489,207,24,67,59,2,63,42,2,0,0,0,0,0,0,0,93,0,0
14,1766,1239,1708,2569,1328,1605,10215,0,0,0,0,0,0,0,684,289,87,516,201,32,74,62,11,43,44,0,0,0,0,0,0,0,0,93,0,0
15,1823,1186,1719,2608,1275,1667,10278,0,0,0,0,0,0,0,743,311,85,549,218,29,78,75,5,50,47,2,0,0,0,0,0,0,0,93,0,0
1,1637,1125,1563,2373,1198,1527,9423,0,0,0,1,0,0,1,678,286,74,471,192,44,63,52,3,45,32,4,0,0,0,0,1,0,2,94,0,0
2,1619,1115,1600,2396,1208,1523,9461,1,0,1,2,0,1,5,656,292,73,489,194,33,48,54,3,43,37,2,1,0,0,0,1,1,6,94,0,0
3,1589,1170,1630,2394,1222,1540,9545,0,0,0,0,0,0,0,633,314,88,459,178,27,62,59,2,55,36,2,0,0,0,0,0,1,7,94,0,0
4,1586,1157,1560,2397,1247,1591,9538,0,0,0,0,0,0,0,645,294,66,448,186,24,71,72,4,41,35,1,0,0,0,0,0,1,7,94,0,0
5,1606,1121,1658,2481,1251,1558,9675,0,0,0,0,0,0,0,663,297,80,466,207,43,62,69,1,51,48,1,0,0,0,0,0,1,7,94,0,0
6,1573,1201,1714,2509,1253,1594,9844,0,0,0,0,0,0,0,631,288,99,506,186,32,67,56,3,34,40,5,0,0,0,0,0,1,7,94,0,0
7,1657,1214,1720,2515,1288,1560,9954,0,0,0,0,0,0,0,665,320,81,522,218,26,65,71,5,55,44,0,0,0,0,0,0,1,7,94,0,0
8,1655,1244,1661,2504,1227,1576,9867,0,0,0,0,0,0,0,663,324,72,514,177,46,71,60,6,40,35,4,0,0,0,0,0,1,7,94,0,0
9,1702,1195,1663,2506,1246,1592,9904,0,0,0,0,0,0,0,707,295,90,509,194,28,72,64,3,41,31,1,0,0,0,0,0,1,7,94,0,0
10,1676,1215,1683,2474,1277,1552,9877,0,0,0,0,0,0,0,659,315,104,478,193,34,63,66,4,49,32,1,0,0,0,0,0,1,7,94,0,0
11,1725,1183,1652,2518,1228,1621,9927,0,0,0,0,0,0,0,714,284,81,501,186,33,71,47,2,38,33,1,0,0,0,0,0,1,7,94,0,0
12,1710,1161,1685,2538,1307,1596,9997,0,0,0,0,0,0,0,694,279,93,521,202,35,66,51,5,59,42,1,0,0,0,0,0,1,7,94,0,0
13,1680,1208,1673,2505,1275,1640,9981,0,0,0,0,0,0,0,681,303,106,506,181,34,67,73,4,37,35,2,0,0,0,0,0,1,7,94,0,0
14,1701,1202,1678,2503,1304,1647,10035,0,0,0,0,0,0,0,705,305,75,503,227,33,66,66,3,51,49,0,0,0,0,0,0,1,7,94,0,0
15,1665,1177,1674,2497,1321,1554,9888,0,0,0,0,0,0,0,657,281,89,508,179,28,70,42,8,46,42,3,0,0,0,0,0,1,7,94,0,0
1,1646,1124,1641,2383,1177,1540,9511,0,1,0,0,0,0,1,662,282,76,443,193,31,59,61,3,44,38,2,0,0,0,0,1,0,0,95,0,0
2,1635,1181,1567,2359,1236,1547,9525,2,0,0,1,0,1,4,687,302,75,467,192,35,61,65,1,46,39,2,1,0,0,0,3,1.4,4,95,0,0
3,1640,1121,1580,2359,1231,1519,9450,1,0,0,2,1,2,6,630,288,73,496,189,23,57,58,6,50,36,0,1,0,0,0,2,2,9,95,0,0
4,1629,1149,1591,2349,1230,1493,9441,1,0,2,3,2,1,9,645,307,87,478,188,32,53,70,3,54,34,0,0,0,0,0,4,2.2,19,95,0,0
5,1626,1146,1577,2374,1179,1568,9470,0,2,2,6,0,0,10,633,267,74,474,178,24,71,63,4,60,37,0,2,0,0,0,5,7.3,28,95,0,0
6,1660,1167,1581,2353,1271,1508,9540,7,1,2,4,2,2,18,692,287,84,449,181,25,80,66,3,35,30,1,6,2,1,0.009,7,7.3,45,95,0,0
7,1643,1116,1608,2439,1201,1530,9537,3,2,0,10,1,3,19,670,290,73,484,166,28,65,66,3,42,28,2,5,0,1,0,10,10.4,62,95,0,0
8,1602,1157,1632,2435,1222,1559,9607,16,1,1,14,4,4,40,686,283,80,469,173,27,70,59,7,45,32,0,11,2,1,0.009,19,12.6,103,95,0,0
9,1612,1151,1642,2450,1273,1571,9699,13,2,9,27,8,8,67,652,311,103,518,186,24,69,73,5,63,46,1,6,1,1,0.004,30,14,155,95,0,0
10,1604,1154,1620,2463,1276,1571,9688,15,8,9,42,16,10,100,631,284,82,524,182,42,48,55,4,52,28,6,16,0,1,0,42,17,258,95,0,0
11,1650,1134,1685,2451,1252,1547,9719,42,14,32,71,23,20,202,653,298,71,508,168,38,76,59,3,49,31,1,45,0,1,0,66,17.5,453,95,0,0
12,1617,1207,1663,2466,1198,1595,9746,72,28,31,109,41,45,326,640,309,85,491,199,44,51,61,2,58,42,0,67,8,1,0.037,81,17.5,766,95,0,0
13,1643,1179,1589,2386,1255,1548,9600,126,35,45,151,46,56,459,643,295,74,460,187,38,59,54,3,31,33,2,83,8,1,0.044,131,17.5,1215,95,0,0
14,1656,1137,1626,2359,1208,1589,9575,218,30,61,198,68,80,655,655,313,88,466,203,33,52,63,2,49,41,1,158,21,1,0.101,177,24.2,1840,95,0,0
15,1601,1142,1533,2279,1224,1444,9223,256,68,89,258,91,88,850,611,270,69,460,163,36,69,52,3,45,31,2,184,20,1,0.099,220,24.2,2630,95,0,0
1,1668,1129,1575,2420,1208,1507,9507,0,1,0,0,0,0,1,648,284,86,485,176,28,72,47,5,44,21,0,1,0,0,0,0,0,0,96,0,0
2,1668,1109,1669,2439,1233,1517,9635,0,0,0,0,0,0,0,667,276,71,460,181,39,73,60,4,48,38,3,0,0,0,0,0,3.2,0,96,0,0
3,1647,1213,1583,2463,1189,1608,9703,0,0,0,0,0,0,0,643,298,99,479,171,31,63,69,6,52,33,2,0,0,0,0,0,3.2,0,96,0,0
4,1715,1141,1623,2438,1302,1531,9750,0,0,0,0,0,0,0,712,282,83,463,203,32,66,62,7,48,47,1,0,0,0,0,0,3.2,0,96,0,0
5,1674,1156,1601,2501,1238,1611,9781,0,0,0,0,0,0,0,692,283,76,446,192,34,65,61,3,41,38,3,0,0,0,0,0,3.2,0,96,0,0
6,1648,1146,1612,2534,1273,1623,9836,0,0,0,0,0,0,0,705,306,84,488,185,35,68,70,6,40,39,3,0,0,0,0,0,3.2,0,96,0,0
7,1606,1171,1669,2547,1273,1660,9926,0,0,0,0,0,0,0,644,307,87,523,195,34,62,64,5,42,38,1,0,0,0,0,0,3.2,0,96,0,0
8,1622,1175,1743,2551,1329,1587,10007,0,0,0,0,0,0,0,623,286,98,510,212,31,64,51,7,47,48,2,0,0,0,0,0,3.2,0,96,0,0
9,1684,1253,1713,2590,1269,1698,10207,0,0,0,0,0,0,0,663,308,80,520,172,39,71,61,3,55,42,4,0,0,0,0,0,3.2,0,96,0,0
10,1765,1240,1706,2596,1357,1665,10329,0,0,0,0,0,0,0,695,312,86,514,192,32,71,64,5,54,43,1,0,0,0,0,0,3.2,0,96,0,0
11,1785,1213,1759,2604,1338,1667,10366,0,0,0,0,0,0,0,712,322,87,570,205,31,89,68,2,60,43,1,0,0,0,0,0,3.2,0,96,0,0
12,1757,1246,1688,2578,1323,1595,10187,0,0,0,0,0,0,0,706,319,98,514,202,39,75,61,2,53,32,3,0,0,0,0,0,3.2,0,96,0,0
13,1746,1188,1725,2597,1292,1613,10161,0,0,0,0,0,0,0,725,295,75,518,187,24,70,64,3,57,31,0,0,0,0,0,0,3.2,0,96,0,0
14,1711,1243,1669,2605,1295,1723,10246,0,0,0,0,0,0,0,713,312,65,525,227,25,67,47,3,53,38,1,0,0,0,0,0,3.2,0,96,0,0
15,1718,1226,1691,2550,1384,1675,10244,0,0,0,0,0,0,0,724,321,79,507,190,45,67,55,2,42,46,2,0,0,0,0,0,3.2,0,96,0,0
1,1646,1127,1573,2386,1200,1546,9478,0,1,0,0,0,1,2,626,301,72,480,158,34,48,58,6,39,30,3,0,0,0,0,2,0,1,97,0,0
